Sentence #	Word	Tag
19	estar	O
19	entre	O
19	os	O
19	iguais	O
19	,	O
19	numa	O
19	maneira	O
19	simples	O
19	de	O
19	não	O
19	assumir	O
19	e	O
19	nem	O
19	confrontar	O
19	as	O
19	minhas	O
19	limitações	O
19	e	O
19	o	O
19	receio	O
19	do	O
19	próprio	O
19	Eu	O
19	em	O
19	adentrar	O
19	por	O
19	regiões	O
19	desconhecidas	O
19	que	O
19	podem	O
19	amedrontar	O
19	.	O
20	Outra	O
20	saída	O
20	bastante	O
20	comum	O
20	e	O
20	que	O
20	vem	O
20	sendo	O
20	empregada	O
20	há	O
20	séculos	O
20	é	O
20	o	O
20	chamado	O
20	'	O
20	bode	O
20	expiatório	O
20	'	O
20	.	O
20	Funciona	O
20	com	O
20	a	O
20	escolha	O
20	de	O
20	alguém	O
20	ou	O
20	de	O
20	um	O
20	povo	O
20	para	O
20	carregar	O
20	todo	O
20	o	O
20	mal	O
20	que	O
20	precisamos	O
20	extirpar	O
20	,	O
20	de	O
20	modo	O
20	a	O
20	não	O
20	sermos	O
20	atacados	O
20	'	O
20	Esse	O
20	comportamento	O
20	mágico	O
20	,	O
20	nocivo	O
20	por	O
20	si	O
20	,	O
20	infelizmente	O
20	tende	O
20	a	O
20	ser	O
20	manipulado	O
20	por	O
20	figuras	O
20	que	O
20	exercem	O
20	poder	O
20	e	O
20	influenciam	O
20	seguidores	O
20	,	O
20	aparentemente	O
20	racionais	O
20	em	O
20	suas	O
20	alegações	O
20	,	O
20	mas	O
20	basicamente	O
20	movidos	O
20	por	O
20	emoções	O
20	muito	O
20	primitivas	O
20	e	O
20	exacerbação	O
20	de	O
20	ódios	O
20	.	O
20	Por	O
20	isso	O
20	que	O
20	o	O
20	preconceito	O
20	racial	O
20	,	O
20	de	O
20	gênero	O
20	,	O
20	religioso	O
20	e	O
20	qualquer	O
20	outro	O
20	necessita	O
20	ser	O
20	combatido	O
20	como	O
20	uma	O
20	ignorância	O
20	e	O
20	despreparo	O
20	da	O
20	possibilidade	O
20	de	O
20	conviver	O
20	'	O
20	,	O
20	enaltece	O
20	a	O
20	psicóloga	O
20	Liliana	B-PER
20	Liviano	I-PER
20	Wahba	I-PER
20	,	O
20	analista	O
20	junguiana	O
20	e	O
20	professora	O
20	da	O
20	PUC-SP	B-ORG
20	(	O
20	Pontifícia	B-ORG
20	Universidade	I-ORG
20	Católica	I-ORG
20	de	I-ORG
20	São	I-ORG
20	Paulo	I-ORG
20	)	O
20	.	O
21	Usualmente	O
21	a	O
21	adesão	O
21	a	O
21	essas	O
21	ideias	O
21	superficiais	O
21	e	O
21	estereotipadas	O
21	,	O
21	que	O
21	não	O
21	resistem	O
21	a	O
21	argumentos	O
21	,	O
21	ocorre	O
21	por	O
21	meio	O
21	de	O
21	uma	O
21	identificação	O
21	afetiva	O
21	,	O
21	na	O
21	qual	O
21	a	O
21	tonalidade	O
21	é	O
21	o	O
21	ódio	O
21	e	O
21	o	O
21	outro	O
21	é	O
21	o	O
21	meu	O
21	maior	O
21	problema	O
21	.	O
22	O	O
22	'	O
22	bode	O
22	expiatório	O
22	'	O
22	é	O
22	o	O
22	culpado	O
22	pelo	O
22	caos	O
22	da	O
22	cidade	O
22	,	O
22	pelo	O
22	desemprego	O
22	elevado	O
22	,	O
22	pelas	O
22	dificuldades	O
22	econômicas	O
22	e	O
22	até	O
22	pela	O
22	falta	O
22	de	O
22	perspectiva	O
22	dos	O
22	dias	O
22	atuais	O
22	.	O
23	Curiosamente	O
23	é	O
23	durante	O
23	períodos	O
23	de	O
23	escassez	O
23	de	O
23	recursos	O
23	e	O
23	crise	O
23	financeira	O
23	que	O
23	despontam	O
23	supostas	O
23	lideranças	O
23	dispostas	O
23	a	O
23	resolver	O
23	todos	O
23	os	O
23	males	O
23	,	O
23	inclusive	O
23	a	O
23	corrupção	O
23	,	O
23	não	O
23	por	O
23	meio	O
23	de	O
23	propostas	O
23	,	O
23	mas	O
23	sim	O
23	pela	O
23	eliminação	O
23	daqueles	O
23	que	O
23	são	O
23	os	O
23	culpados	O
23	pela	O
23	desgraça	O
23	do	O
23	país	O
23	ou	O
23	do	O
23	mundo	O
23	.	O
24	O	O
24	psicólogo	O
24	Fernando	B-PER
24	Gastal	I-PER
24	de	I-PER
24	Castro	I-PER
24	,	O
24	professor	O
24	associado	O
24	do	O
24	Instituto	B-ORG
24	de	I-ORG
24	Psicologia	I-ORG
24	da	O
24	UFRJ	B-ORG
24	(	O
24	Universidade	B-ORG
24	Federal	I-ORG
24	do	I-ORG
24	Rio	I-ORG
24	de	I-ORG
24	Janeiro	I-ORG
24	)	O
24	,	O
24	acrescenta	O
24	que	O
24	é	O
24	um	O
24	discurso	O
24	muito	O
24	antigo	O
24	na	O
24	nossa	O
24	sociedade	O
24	,	O
24	e	O
24	retorna	O
24	de	O
24	tempos	O
24	em	O
24	tempos	O
24	,	O
24	principalmente	O
24	'	O
24	em	O
24	momentos	O
24	de	O
24	anomia	O
24	social	O
24	,	O
24	de	O
24	crise	O
24	das	O
24	instituições	O
24	e	O
24	das	O
24	relações	O
24	sociais	O
24	'	O
24	.	O
24	Quando	O
24	crescem	O
24	as	O
24	vulnerabilidades	O
24	e	O
24	a	O
24	desesperança	O
24	,	O
24	a	O
24	identificação	O
24	do	O
24	outro	O
24	como	O
24	a	O
24	razão	O
24	dos	O
24	meus	O
24	tormentos	O
24	ganha	O
24	força	O
24	pelo	O
24	afeto	O
24	do	O
24	ódio	O
24	.	O
24	'	O
24	A	O
24	dificuldade	O
24	da	O
24	nossa	O
24	e	O
24	de	O
24	outras	O
24	nações	O
24	é	O
24	justamente	O
24	criar	O
24	um	O
24	modelo	O
24	social	O
24	em	O
24	que	O
24	caiba	O
24	todo	O
24	mundo	O
24	,	O
24	onde	O
24	todos	O
24	possam	O
24	dizer	O
24	'	O
24	minha	O
24	sociedade	O
24	''	O
24	.	O
24	Para	O
24	Freud	B-PER
24	,	O
24	essa	O
24	necessidade	O
24	de	O
24	ter	O
24	o	O
24	Outro	O
24	como	O
24	inimigo	O
24	faz	O
24	parte	O
24	do	O
24	chamado	O
24	'	O
24	narcisismo	O
24	da	O
24	pequena	O
24	diferença	O
24	'	O
24	,	O
24	no	O
24	qual	O
24	o	O
24	sujeito	O
24	frágil	O
24	deixa	O
24	de	O
24	pensar	O
24	por	O
24	si	O
24	e	O
24	se	O
24	torna	O
24	um	O
24	replicante	O
24	dentro	O
24	da	O
24	massa	O
24	,	O
24	que	O
24	se	O
24	organiza	O
24	no	O
24	combate	O
24	daqueles	O
24	que	O
24	estão	O
24	distantes	O
24	dos	O
24	ideais	O
24	do	O
24	grupo	O
24	'	O
24	Em	O
24	outras	O
24	palavras	O
24	,	O
24	falar	O
24	mal	O
24	do	O
24	vizinho	O
24	pode	O
24	salvar	O
24	um	O
24	almoço	O
24	em	O
24	família	O
24	.	O
24	Ter	O
24	um	O
24	inimigo	O
24	em	O
24	comum	O
24	,	O
24	alguém	O
24	para	O
24	eliminar	O
24	,	O
24	mantém	O
24	os	O
24	laços	O
24	entre	O
24	os	O
24	indivíduos	O
24	da	O
24	organização	O
24	.	O
24	Caso	O
24	contrário	O
24	,	O
24	suas	O
24	próprias	O
24	pequenas	O
24	diferenças	O
24	vêm	O
24	à	O
24	tona	O
24	,	O
24	dissolvendo	O
24	o	O
24	sentimento	O
24	grupal	O
24	e	O
24	expondo	O
24	o	O
24	Eu	O
24	ao	O
24	seu	O
24	desamparo	O
24	constitutivo	O
24	'	O
24	,	O
24	diz	O
24	Martins	B-PER
24	.	O
25	O	O
25	psicanalista	O
25	acredita	O
25	que	O
25	boas	O
25	experiências	O
25	de	O
25	coletividade	O
25	e	O
25	de	O
25	alteridade	O
25	seriam	O
25	a	O
25	melhor	O
25	forma	O
25	de	O
25	buscar	O
25	a	O
25	transformação	O
25	do	O
25	sujeito	O
25	narcisicamente	O
25	ferido	O
25	,	O
25	o	O
25	que	O
25	seria	O
25	possível	O
25	com	O
25	um	O
25	governo	O
25	que	O
25	atuasse	O
25	para	O
25	redução	O
25	das	O
25	desigualdades	O
25	e	O
25	a	O
25	garantia	O
25	das	O
25	condições	O
25	de	O
25	vida	O
25	fundamentais	O
25	aos	O
25	cidadãos	O
25	(	O
25	moradia	O
25	,	O
25	saúde	O
25	,	O
25	educação	O
25	,	O
25	segurança	O
25	,	O
25	transporte	O
25	,	O
25	cultura	O
25	)	O
25	'	O
25	Assim	O
25	,	O
25	o	O
25	Outro	O
25	não	O
25	seria	O
25	mais	O
25	encarado	O
25	como	O
25	uma	O
25	ameaça	O
25	à	O
25	integridade	O
25	do	O
25	Eu	O
25	,	O
25	e	O
25	sim	O
25	como	O
25	um	O
25	colaborador	O
25	nas	O
25	diferenças	O
25	,	O
25	capaz	O
25	de	O
25	lhe	O
25	estender	O
25	a	O
25	mão	O
25	e	O
25	de	O
25	ampliar	O
25	o	O
25	repertório	O
25	de	O
25	identificações	O
25	.	O
25	Quanto	O
25	mais	O
25	elaborados	O
25	forem	O
25	o	O
25	'	O
25	sentimento	O
25	de	O
25	si	O
25	'	O
25	e	O
25	o	O
25	'	O
25	sentimento	O
25	de	O
25	pertencimento	O
25	'	O
25	,	O
25	menos	O
25	sentido	O
25	farão	O
25	as	O
25	fábricas	O
25	de	O
25	inimigos	O
25	.	O
25	'	O
25	Ao	O
25	não	O
25	terem	O
25	acesso	O
25	aos	O
25	direitos	O
25	e	O
25	serviços	O
25	básicos	O
25	,	O
25	as	O
25	populações	O
25	subalternizadas	O
25	sofrem	O
25	violência	O
25	pelas	O
25	mãos	O
25	do	O
25	próprio	O
25	Estado	O
25	,	O
25	e	O
25	ficam	O
25	em	O
25	condições	O
25	assimétricas	O
25	com	O
25	o	O
25	que	O
25	se	O
25	chama	O
25	de	O
25	humanidade	O
25	.	O
26	Na	O
26	avaliação	O
26	da	O
26	psicóloga	O
26	Veridiana	B-PER
26	Machado	I-PER
26	,	O
26	é	O
26	uma	O
26	luta	O
26	constante	O
26	para	O
26	sobreviver	O
26	e	O
26	para	O
26	enfrentar	O
26	esse	O
26	comportamento	O
26	desumanizador	O
26	,	O
26	que	O
26	já	O
26	está	O
26	institucionalizado	O
26	há	O
26	anos	O
26	,	O
26	é	O
26	só	O
26	pode	O
26	ser	O
26	enfrentado	O
26	com	O
26	a	O
26	adoção	O
26	de	O
26	uma	O
26	nova	O
26	proposta	O
26	ética	O
26	,	O
26	estética	O
26	e	O
26	política	O
26	da	O
26	diferença	O
26	'	O
26	É	O
26	atribuir	O
26	ao	O
26	outro	O
26	o	O
26	olhar	O
26	da	O
26	positividade	O
26	em	O
26	detrimento	O
26	da	O
26	negativação	O
26	,	O
26	reconhecer	O
26	as	O
26	singularidades	O
26	daquele	O
26	corpo	O
26	como	O
26	uma	O
26	multiplicidade	O
26	de	O
26	potências	O
26	,	O
26	abrir	O
26	mão	O
26	da	O
26	competitividade	O
26	e	O
26	da	O
26	anulação	O
26	para	O
26	a	O
26	coexistência	O
26	e	O
26	cooperação	O
26	,	O
26	adotando	O
26	uma	O
26	postura	O
26	antitotalitária	O
26	,	O
26	de	O
26	respeito	O
26	ao	O
26	próximo	O
26	e	O
26	às	O
26	diversidades	O
26	.	O
26	'	O
26	Conviver	O
26	e	O
26	conhecer	O
26	o	O
26	outro	O
26	é	O
26	uma	O
26	das	O
26	possibilidades	O
26	de	O
26	romper	O
26	com	O
26	o	O
26	silenciamento	O
26	histórico	O
26	de	O
26	muitos	O
26	povos	O
26	.	O
27	Permitir	O
27	que	O
27	esse	O
27	sujeito	O
27	fale	O
27	e	O
27	de	O
27	fato	O
27	seja	O
27	escutado	O
27	abre	O
27	espaço	O
27	para	O
27	que	O
27	suas	O
27	histórias	O
27	,	O
27	constantemente	O
27	invisibilizadas	O
27	,	O
27	sejam	O
27	narradas	O
27	de	O
27	forma	O
27	com	O
27	que	O
27	também	O
27	suas	O
27	existências	O
27	passem	O
27	a	O
27	ser	O
27	consideradas	O
27	.	O
28	A	O
28	partir	O
28	dessa	O
28	interação	O
28	surge	O
28	a	O
28	oportunidade	O
28	de	O
28	construir	O
28	outras	O
28	narrativas	O
28	de	O
28	si	O
28	,	O
28	do	O
28	próximo	O
28	e	O
28	do	O
28	mundo	O
28	,	O
28	que	O
28	expressem	O
28	outros	O
28	sentidos	O
28	e	O
28	significados	O
28	numa	O
28	elaboração	O
28	consciente	O
28	e	O
28	sensibilizada	O
28	em	O
28	relação	O
28	às	O
28	singularidades	O
28	de	O
28	cada	O
28	um	O
28	.	O
29	Fontes	O
29	:	O
29	Eduardo	B-PER
29	de	I-PER
29	São	I-PER
29	Thiago	I-PER
29	Martins	I-PER
29	,	O
29	psicanalista	O
29	e	O
29	psiquiatra	O
29	,	O
29	membro	O
29	associado	O
29	da	O
29	SBPSP	O
29	(	O
29	Sociedade	O
29	Brasileira	O
29	de	O
29	Psicanálise	O
29	de	O
29	São	O
29	Paulo	O
29	)	O
29	,	O
29	supervisor	O
29	e	O
29	professor	O
29	colaborador	O
29	do	O
29	Serviço	O
29	de	O
29	Psicoterapia	O
29	do	O
29	IPq-HCFMUSP	B-ORG
29	;	O
29	Liliana	B-PER
29	Liviano	I-PER
29	Wahba	I-PER
29	,	O
29	psicóloga	O
29	,	O
29	analista	O
29	junguiana	O
29	e	O
29	professora	O
29	da	O
29	Pontifícia	B-ORG
29	Universidade	I-ORG
29	Católica	I-ORG
29	de	I-ORG
29	São	I-ORG
29	Paulo	I-ORG
29	PUC-SP	B-ORG
29	(	O
29	Pontifícia	B-ORG
29	Universidade	I-ORG
29	Católica	I-ORG
29	de	I-ORG
29	São	I-ORG
29	Paulo	I-ORG
29	)	O
29	;	O
29	Fernando	B-PER
29	Gastal	I-PER
29	de	I-PER
29	Castro	I-PER
29	,	O
29	psicólogo	O
29	e	O
29	professor	O
29	associado	O
29	do	O
29	Instituto	O
29	de	O
29	Psicologia	O
29	da	O
29	Universidade	B-ORG
29	Federal	I-ORG
29	do	I-ORG
29	Rio	I-ORG
29	de	I-ORG
29	Janeiro	I-ORG
29	(	O
29	UFRJ	B-ORG
29	)	O
29	;	O
29	Veridiana	B-PER
29	Machado	I-PER
29	,	O
29	psicóloga	O
29	e	O
29	coordenadora	O
29	da	O
29	Articulação	B-ORG
29	Nacional	I-ORG
29	de	I-ORG
29	Psicólogas(os	I-ORG
29	)	I-ORG
29	Negras(os	I-ORG
29	)	I-ORG
29	e	I-ORG
